fund_identifier,funds,returns,fund_type,fund_company
FU122BRUT,Emerging Markets (abrdn)*,5.023151,Available,Industrial Alliance
FU758BRUT,Emerging Markets (Templeton)*,5.00275,Available,Industrial Alliance
FU332BRUT,Emerging Markets (Baillie Gifford)*,5.99569,Available,Industrial Alliance
FU491BRUT,Balanced-Risk Allocation (Invesco),3.712314,Available,Industrial Alliance
FU896BRUT,Global Developed Real Estate Index (BlackRock)*,8.094937,Available,Industrial Alliance
FU540BRUT,Fidelity Global Real Estate*,8.156363,Available,Industrial Alliance
FU897BRUT,Global Infrastructure Equity Index (BlackRock)*,7.505781000000001,Available,Industrial Alliance
FU757BRUT,Global Infrastructure (Lazard)*,7.168727999999999,Available,Industrial Alliance
FU441BRUT,Commercial Mortgage (Addenda)*,1.371725,Available,Industrial Alliance
FU442BRUT,Private Debt (TD)*,4.953938,Available,Industrial Alliance
FU333BRUT,Diversified Fixed Income Alternatives*,3.477932,Available,Industrial Alliance
FU152BRUT,Global Direct Real Estate - Portfolios (UBS)*,0.8094300000000001,Available,Industrial Alliance
FU153BRUT,Global Direct Real Estate - 100% (UBS)*,0.15355,Available,Industrial Alliance
FU443BRUT,Global Direct Infrastructure - 100% (IFM)***,9999999900.0,Available,Industrial Alliance
FU334BRUT,Diversified Alternatives*,1.846082,Available,Industrial Alliance
FU884BRUT,LifePath Retirement Index I,5.269638,Available,Industrial Alliance
FU879BRUT,LifePath 2025 Index,5.321061,Available,Industrial Alliance
FU880BRUT,LifePath 2030 Index,5.633968,Available,Industrial Alliance
FU881BRUT,LifePath 2035 Index,5.925316,Available,Industrial Alliance
FU882BRUT,LifePath 2040 Index,6.216543,Available,Industrial Alliance
FU883BRUT,LifePath 2045 Index,6.532416,Available,Industrial Alliance
FU894BRUT,LifePath 2050 Index,6.777942,Available,Industrial Alliance
FU912BRUT,LifePath 2055 Index,6.90713,Available,Industrial Alliance
FU927BRUT,LifePath 2060 Index,6.902303,Available,Industrial Alliance
FU949BRUT,LifePath 2065 Index,6.820906,Available,Industrial Alliance
FU411BRUT,ClearPath Income,3.602526,Available,Industrial Alliance
FU412BRUT,ClearPath 2020,5.199265,Available,Industrial Alliance
FU413BRUT,ClearPath 2025,5.616779,Available,Industrial Alliance
FU414BRUT,ClearPath 2030,5.907313,Available,Industrial Alliance
FU415BRUT,ClearPath 2035,6.055523,Available,Industrial Alliance
FU416BRUT,ClearPath 2040,6.44143,Available,Industrial Alliance
FU417BRUT,ClearPath 2045,6.738608,Available,Industrial Alliance
FU418BRUT,ClearPath 2050,6.732531999999999,Available,Industrial Alliance
FU419BRUT,ClearPath 2055,6.725025,Available,Industrial Alliance
FU721BRUT,ClearPath 2060,6.732257,Available,Industrial Alliance
FU9000BRUT,Conservative - Attitude 2006-2010,4.42676,Available,Industrial Alliance
FU9546BRUT,Conservative - Attitude 2011-2015,4.4369,Available,Industrial Alliance
FU9001BRUT,Conservative - Attitude 2016-2020,4.47788,Available,Industrial Alliance
FU9547BRUT,Conservative - Attitude 2021-2025,4.54271,Available,Industrial Alliance
FU9002BRUT,Conservative - Attitude 2026-2030,4.64428999999999,Available,Industrial Alliance
FU9548BRUT,Conservative - Attitude 2031-2035,4.7911,Available,Industrial Alliance
FU9003BRUT,Conservative - Attitude 2036-2040,5.01758,Available,Industrial Alliance
FU9549BRUT,Conservative - Attitude 2041-2045,5.31841999999999,Available,Industrial Alliance
FU9004BRUT,Conservative - Attitude 2046-2050,5.53157,Available,Industrial Alliance
FU9550BRUT,Conservative - Attitude 2051-2055,5.67157,Available,Industrial Alliance
FU9339BRUT,Conservative - Attitude 2056-2060,5.75105,Available,Industrial Alliance
FUA005BRUT,Conservative - Attitude 2061-2065,5.75105,Available,Industrial Alliance
FUA134BRUT,Conservative - Attitude 2066-2070,5.75105,Available,Industrial Alliance
FU9005BRUT,Moderate - Attitude 2006-2010,4.52855999999999,Available,Industrial Alliance
FU9553BRUT,Moderate - Attitude 2011-2015,4.54293999999999,Available,Industrial Alliance
FU9006BRUT,Moderate - Attitude 2016-2020,4.59916999999999,Available,Industrial Alliance
FU9554BRUT,Moderate - Attitude 2021-2025,4.6838999999999995,Available,Industrial Alliance
FU9007BRUT,Moderate - Attitude 2026-2030,4.78693,Available,Industrial Alliance
FU9555BRUT,Moderate - Attitude 2031-2035,4.91054,Available,Industrial Alliance
FU9008BRUT,Moderate - Attitude 2036-2040,5.10243,Available,Industrial Alliance
FU9556BRUT,Moderate - Attitude 2041-2045,5.4033299999999995,Available,Industrial Alliance
FU9009BRUT,Moderate - Attitude 2046-2050,5.6665399999999995,Available,Industrial Alliance
FU9557BRUT,Moderate - Attitude 2051-2055,5.84225,Available,Industrial Alliance
FU9340BRUT,Moderate - Attitude 2056-2060,5.94107,Available,Industrial Alliance
FUA004BRUT,Moderate - Attitude 2061-2065,5.94107,Available,Industrial Alliance
FUA133BRUT,Moderate - Attitude 2066-2070,5.94107,Available,Industrial Alliance
FU9010BRUT,Balanced - Attitude 2006-2010,4.55501,Available,Industrial Alliance
FU9560BRUT,Balanced - Attitude 2011-2015,4.56717,Available,Industrial Alliance
FU9011BRUT,Balanced - Attitude 2016-2020,4.61578,Available,Industrial Alliance
FU9561BRUT,Balanced - Attitude 2021-2025,4.68944,Available,Industrial Alliance
FU9012BRUT,Balanced - Attitude 2026-2030,4.8456399999999995,Available,Industrial Alliance
FU9562BRUT,Balanced - Attitude 2031-2035,5.10348,Available,Industrial Alliance
FU9013BRUT,Balanced - Attitude 2036-2040,5.37439,Available,Industrial Alliance
FU9563BRUT,Balanced - Attitude 2041-2045,5.62044,Available,Industrial Alliance
FU9014BRUT,Balanced - Attitude 2046-2050,5.77841,Available,Industrial Alliance
FU9564BRUT,Balanced - Attitude 2051-2055,5.87704,Available,Industrial Alliance
FU9341BRUT,Balanced - Attitude 2056-2060,5.93375,Available,Industrial Alliance
FUA003BRUT,Balanced - Attitude 2061-2065,5.93375,Available,Industrial Alliance
FUA132BRUT,Balanced - Attitude 2066-2070,5.93375,Available,Industrial Alliance
FU9015BRUT,Growth - Attitude 2006-2010,4.5812,Available,Industrial Alliance
FU9567BRUT,Growth - Attitude 2011-2015,4.59738,Available,Industrial Alliance
FU9016BRUT,Growth - Attitude 2016-2020,4.6556,Available,Industrial Alliance
FU9568BRUT,Growth - Attitude 2021-2025,4.74373,Available,Industrial Alliance
FU9017BRUT,Growth - Attitude 2026-2030,4.99599,Available,Industrial Alliance
FU9569BRUT,Growth - Attitude 2031-2035,5.35409,Available,Industrial Alliance
FU9018BRUT,Growth - Attitude 2036-2040,5.59968,Available,Industrial Alliance
FU9570BRUT,Growth - Attitude 2041-2045,5.79968,Available,Industrial Alliance
FU9019BRUT,Growth - Attitude 2046-2050,5.90341,Available,Industrial Alliance
FU9571BRUT,Growth - Attitude 2051-2055,5.96671,Available,Industrial Alliance
FU9342BRUT,Growth - Attitude 2056-2060,6.00068,Available,Industrial Alliance
FUA002BRUT,Growth - Attitude 2061-2065,6.00068,Available,Industrial Alliance
FUA131BRUT,Growth - Attitude 2066-2070,6.00068,Available,Industrial Alliance
FU9020BRUT,Aggressive - Attitude 2006-2010,4.575019999999999,Available,Industrial Alliance
FU9574BRUT,Aggressive - Attitude 2011-2015,4.6086599999999995,Available,Industrial Alliance
FU9021BRUT,Aggressive - Attitude 2016-2020,4.72543,Available,Industrial Alliance
FU9575BRUT,Aggressive - Attitude 2021-2025,4.89671,Available,Industrial Alliance
FU9022BRUT,Aggressive - Attitude 2026-2030,5.15711,Available,Industrial Alliance
FU9576BRUT,Aggressive - Attitude 2031-2035,5.446189999999991,Available,Industrial Alliance
FU9023BRUT,Aggressive - Attitude 2036-2040,5.64617,Available,Industrial Alliance
FU9577BRUT,Aggressive - Attitude 2041-2045,5.8293,Available,Industrial Alliance
FU9024BRUT,Aggressive - Attitude 2046-2050,5.93644,Available,Industrial Alliance
FU9578BRUT,Aggressive - Attitude 2051-2055,5.9885,Available,Industrial Alliance
FU9343BRUT,Aggressive - Attitude 2056-2060,6.01792,Available,Industrial Alliance
FUA001BRUT,Aggressive - Attitude 2061-2065,6.01792,Available,Industrial Alliance
FUA130BRUT,Aggressive - Attitude 2066-2070,6.01792,Available,Industrial Alliance
