fund_identifier,funds,returns,fund_type,fund_company
FU944BRUT,Sustainable Balanced,2.703455,Available,Industrial Alliance
FU380BRUT,Balanced Growth (MFS),2.137405,Available,Industrial Alliance
FU522BRUT,Balanced (PH&N),2.595029,Available,Industrial Alliance
FU250BRUT,Diversified Opportunity,2.496158,Available,Industrial Alliance
FU462BRUT,Fidelity Canadian Asset Allocation,2.171197,Available,Industrial Alliance
FU723BRUT,Canadian Equity Index (BlackRock),1.8327429999999998,Available,Industrial Alliance
FU160BRUT,Dividend,3.148559,Available,Industrial Alliance
FU887BRUT,Canadian Dividend (Beutel Goodman),1.189229,Available,Industrial Alliance
FU888BRUT,Canadian Equity Low Volatility (TD),1.821826,Available,Industrial Alliance
FU359BRUT,Fundamental Canadian Equity (Beutel Goodman),2.523882,Available,Industrial Alliance
FU752BRUT,Canadian Equity (Beutel Goodman)**,2.282991,Available,Industrial Alliance
FU633BRUT,Canadian Equity Value (PH&N),2.273182,Available,Industrial Alliance
FU871BRUT,Fidelity Canadian Focused Equity,1.664858,Available,Industrial Alliance
FU862BRUT,Fidelity Canadian Systematic Equity,2.012502,Available,Industrial Alliance
FU464BRUT,Canadian Equity Growth,2.788797,Available,Industrial Alliance
FU899BRUT,Canadian Equity Q Growth (CC&L),1.6926220000000003,Available,Industrial Alliance
FU593BRUT,Canadian Equity (Fiera Capital),4.585418,Available,Industrial Alliance
FU384BRUT,Canadian Ethical Equity Fossil Fuel Free (Fiera Capital),4.301441,Available,Industrial Alliance
FU488BRUT,Canadian Equity (Jarislowsky),3.009626,Available,Industrial Alliance
FU385BRUT,Canadian Equity Fossil Fuel Free (Jarislowsky),2.394522,Available,Industrial Alliance
FU360BRUT,Canadian Equity (MFS),1.985176,Available,Industrial Alliance
FU270BRUT,Fidelity True North,2.555254,Available,Industrial Alliance
FU870BRUT,Canadian Equity Small Cap,2.212787,Available,Industrial Alliance
FU541BRUT,Canadian Equity Small Cap (QV),1.024178,Available,Industrial Alliance
FU876BRUT,Global Equity Index ACWI (BlackRock),5.916022,Available,Industrial Alliance
FU707BRUT,Global Equity,5.466171,Available,Industrial Alliance
FU886BRUT,Global Equity Low Volatility ACWI (TD),1.960239,Available,Industrial Alliance
FU351BRUT,Fidelity Global Low Volatility Equity,3.19383,Available,Industrial Alliance
FU754BRUT,Global Equity (Sprucegrove),3.202394,Available,Industrial Alliance
FU342BRUT,Global Equity (Burgundy),4.648142,Available,Industrial Alliance
FU358BRUT,Global Equity Opportunistic Value (Wellington),3.417328,Available,Industrial Alliance
FU945BRUT,Climate Strategy (Wellington),8.493614,Available,Industrial Alliance
FU386BRUT,Global Equity Fossil Fuel Free (Jarislowsky),5.902646,Available,Industrial Alliance
FU390BRUT,Global Research Equity (MFS),5.585763,Available,Industrial Alliance
FU133BRUT,Global Equity (Mawer),3.383302,Available,Industrial Alliance
FU456BRUT,Global Equity (Walter Scott),4.548629,Available,Industrial Alliance
FU595BRUT,Global Equity (Fiera Capital)**,4.773143,Available,Industrial Alliance
FU724BRUT,Global Equity (PH&N) ,5.524451,Available,Industrial Alliance
FU641BRUT,Global Equity Growth (T Rowe Price),7.410035,Available,Industrial Alliance
FU331BRUT,Global Equity (Baillie Gifford),7.922013999999999,Available,Industrial Alliance
FU387BRUT,Sustainable Growth (Baillie Gifford),4.568698,Available,Industrial Alliance
FU781BRUT,Global Equity Small Cap (Fisher),7.803962,Available,Industrial Alliance
FU609BRUT,Global Equity Small Cap (Global Alpha),5.673274,Available,Industrial Alliance
FU130BRUT,Global Equity Small Cap (Mawer)**,2.645466,Available,Industrial Alliance
FU300BRUT,International Equity Index (BlackRock),3.3583259999999995,Available,Industrial Alliance
FU706BRUT,International Equity,3.6198,Available,Industrial Alliance
FU483BRUT,International Equity (Jarislowsky),4.363308,Available,Industrial Alliance
FU131BRUT,International Equity (Mawer),3.8568660000000006,Available,Industrial Alliance
FU467BRUT,International Equity (MFS),4.010293,Available,Industrial Alliance
FU760BRUT,US Equity Index (BlackRock),6.897007999999999,Available,Industrial Alliance
FU895BRUT,US Equity Index Non-Registered (BlackRock),6.889129,Available,Industrial Alliance
FU518BRUT,US Dividend Growth,6.818521,Available,Industrial Alliance
FU705BRUT,US Equity,5.301669,Available,Industrial Alliance
FU512BRUT,US Equity (Jarislowsky),7.003863000000001,Available,Industrial Alliance
FU132BRUT,US Equity (Mawer),5.902596,Available,Industrial Alliance
FU513BRUT,US Equity Core (MFS),6.159715,Available,Industrial Alliance
FU479BRUT,US Equity (Fiera Capital)**,4.205914,Available,Industrial Alliance
FU233BRUT,Thematic Innovation,9.157257,Available,Industrial Alliance
FU642BRUT,US Large Cap Core Growth Equity (T Rowe Price),8.322764,Available,Industrial Alliance
FU898BRUT,Emerging Markets Equity Index (BlackRock)*,6.312677999999999,Available,Industrial Alliance
FU122BRUT,Emerging Markets (abrdn)*,6.020107,Available,Industrial Alliance
FU758BRUT,Emerging Markets (Templeton)*,4.553415,Available,Industrial Alliance
FU332BRUT,Emerging Markets (Baillie Gifford)*,5.219797,Available,Industrial Alliance
FU491BRUT,Balanced-Risk Allocation (Invesco),0.278034,Available,Industrial Alliance
FU896BRUT,Global Developed Real Estate Index (BlackRock)*,0.9524070000000001,Available,Industrial Alliance
FU540BRUT,Fidelity Global Real Estate*,1.145397,Available,Industrial Alliance
FU897BRUT,Global Infrastructure Equity Index (BlackRock)*,1.407879,Available,Industrial Alliance
FU757BRUT,Global Infrastructure (Lazard)*,0.723732,Available,Industrial Alliance
FU441BRUT,Commercial Mortgage (Addenda)*,0.447537,Available,Industrial Alliance
FU442BRUT,Private Debt (TD)*,-0.144351,Available,Industrial Alliance
FU333BRUT,Diversified Fixed Income Alternatives*,0.067851,Available,Industrial Alliance
FU152BRUT,Global Direct Real Estate - Portfolios (UBS)*,0.520142,Available,Industrial Alliance
FU153BRUT,Global Direct Real Estate - 100% (UBS)*,0.403986,Available,Industrial Alliance
FU443BRUT,Global Direct Infrastructure - 100% (IFM)***,9999999900.0,Available,Industrial Alliance
FU334BRUT,Diversified Alternatives*,0.682166,Available,Industrial Alliance
FU884BRUT,LifePath Retirement Index I,1.513475,Available,Industrial Alliance
FU879BRUT,LifePath 2025 Index,1.613094,Available,Industrial Alliance
FU880BRUT,LifePath 2030 Index,2.187672,Available,Industrial Alliance
FU881BRUT,LifePath 2035 Index,2.730065,Available,Industrial Alliance
FU882BRUT,LifePath 2040 Index,3.2624230000000005,Available,Industrial Alliance
FU883BRUT,LifePath 2045 Index,3.7873940000000004,Available,Industrial Alliance
FU894BRUT,LifePath 2050 Index,4.187675,Available,Industrial Alliance
FU912BRUT,LifePath 2055 Index,4.389444,Available,Industrial Alliance
FU927BRUT,LifePath 2060 Index,4.380469,Available,Industrial Alliance
FU949BRUT,LifePath 2065 Index,4.176382,Available,Industrial Alliance
FU411BRUT,ClearPath Income,0.758546,Available,Industrial Alliance
FU412BRUT,ClearPath 2020,1.767809,Available,Industrial Alliance
FU413BRUT,ClearPath 2025,2.367996,Available,Industrial Alliance
FU414BRUT,ClearPath 2030,2.893382,Available,Industrial Alliance
FU415BRUT,ClearPath 2035,3.294133,Available,Industrial Alliance
FU416BRUT,ClearPath 2040,3.957434,Available,Industrial Alliance
FU417BRUT,ClearPath 2045,4.535839,Available,Industrial Alliance
FU418BRUT,ClearPath 2050,4.53206,Available,Industrial Alliance
FU419BRUT,ClearPath 2055,4.532722,Available,Industrial Alliance
FU721BRUT,ClearPath 2060,4.516847,Available,Industrial Alliance
FU720BRUT,ClearPath 2065,4.439261,Available,Industrial Alliance
FU9000BRUT,Conservative - Attitude 2006-2010,0.46526,Available,Industrial Alliance
FU9546BRUT,Conservative - Attitude 2011-2015,0.49356,Available,Industrial Alliance
FU9001BRUT,Conservative - Attitude 2016-2020,0.59565,Available,Industrial Alliance
FU9547BRUT,Conservative - Attitude 2021-2025,0.74799,Available,Industrial Alliance
FU9002BRUT,Conservative - Attitude 2026-2030,0.9636600000000001,Available,Industrial Alliance
FU9548BRUT,Conservative - Attitude 2031-2035,1.2705199999999999,Available,Industrial Alliance
FU9003BRUT,Conservative - Attitude 2036-2040,1.70578,Available,Industrial Alliance
FU9549BRUT,Conservative - Attitude 2041-2045,2.26325,Available,Industrial Alliance
FU9004BRUT,Conservative - Attitude 2046-2050,2.62245,Available,Industrial Alliance
FU9550BRUT,Conservative - Attitude 2051-2055,2.84548,Available,Industrial Alliance
FU9339BRUT,Conservative - Attitude 2056-2060,2.97961,Available,Industrial Alliance
FUA005BRUT,Conservative - Attitude 2061-2065,2.97961,Available,Industrial Alliance
FUA134BRUT,Conservative - Attitude 2066-2070,2.97961,Available,Industrial Alliance
FU9005BRUT,Moderate - Attitude 2006-2010,0.74228,Available,Industrial Alliance
FU9553BRUT,Moderate - Attitude 2011-2015,0.77717,Available,Industrial Alliance
FU9006BRUT,Moderate - Attitude 2016-2020,0.90585,Available,Industrial Alliance
FU9554BRUT,Moderate - Attitude 2021-2025,1.09435,Available,Industrial Alliance
FU9007BRUT,Moderate - Attitude 2026-2030,1.309,Available,Industrial Alliance
FU9555BRUT,Moderate - Attitude 2031-2035,1.5632999999999901,Available,Industrial Alliance
FU9008BRUT,Moderate - Attitude 2036-2040,1.9253199999999902,Available,Industrial Alliance
FU9556BRUT,Moderate - Attitude 2041-2045,2.46282,Available,Industrial Alliance
FU9009BRUT,Moderate - Attitude 2046-2050,2.91028999999999,Available,Industrial Alliance
FU9557BRUT,Moderate - Attitude 2051-2055,3.18981,Available,Industrial Alliance
FU9340BRUT,Moderate - Attitude 2056-2060,3.3584499999999897,Available,Industrial Alliance
FUA004BRUT,Moderate - Attitude 2061-2065,3.3584499999999897,Available,Industrial Alliance
FUA133BRUT,Moderate - Attitude 2066-2070,3.3584499999999897,Available,Industrial Alliance
FU9010BRUT,Balanced - Attitude 2006-2010,0.85497,Available,Industrial Alliance
FU9560BRUT,Balanced - Attitude 2011-2015,0.88459,Available,Industrial Alliance
FU9011BRUT,Balanced - Attitude 2016-2020,0.99471,Available,Industrial Alliance
FU9561BRUT,Balanced - Attitude 2021-2025,1.16006,Available,Industrial Alliance
FU9012BRUT,Balanced - Attitude 2026-2030,1.46501,Available,Industrial Alliance
FU9562BRUT,Balanced - Attitude 2031-2035,1.9812699999999999,Available,Industrial Alliance
FU9013BRUT,Balanced - Attitude 2036-2040,2.50155,Available,Industrial Alliance
FU9563BRUT,Balanced - Attitude 2041-2045,2.93218999999999,Available,Industrial Alliance
FU9014BRUT,Balanced - Attitude 2046-2050,3.16317,Available,Industrial Alliance
FU9564BRUT,Balanced - Attitude 2051-2055,3.30339,Available,Industrial Alliance
FU9341BRUT,Balanced - Attitude 2056-2060,3.3893199999999997,Available,Industrial Alliance
FUA003BRUT,Balanced - Attitude 2061-2065,3.3893199999999997,Available,Industrial Alliance
FUA132BRUT,Balanced - Attitude 2066-2070,3.3893199999999997,Available,Industrial Alliance
FU9015BRUT,Growth - Attitude 2006-2010,0.96666,Available,Industrial Alliance
FU9567BRUT,Growth - Attitude 2011-2015,1.00132,Available,Industrial Alliance
FU9016BRUT,Growth - Attitude 2016-2020,1.13104,Available,Industrial Alliance
FU9568BRUT,Growth - Attitude 2021-2025,1.32068999999999,Available,Industrial Alliance
FU9017BRUT,Growth - Attitude 2026-2030,1.8012199999999998,Available,Industrial Alliance
FU9569BRUT,Growth - Attitude 2031-2035,2.52916,Available,Industrial Alliance
FU9018BRUT,Growth - Attitude 2036-2040,2.98791,Available,Industrial Alliance
FU9570BRUT,Growth - Attitude 2041-2045,3.32357,Available,Industrial Alliance
FU9019BRUT,Growth - Attitude 2046-2050,3.4417999999999997,Available,Industrial Alliance
FU9571BRUT,Growth - Attitude 2051-2055,3.5092600000000003,Available,Industrial Alliance
FU9342BRUT,Growth - Attitude 2056-2060,3.55061,Available,Industrial Alliance
FUA002BRUT,Growth - Attitude 2061-2065,3.55061,Available,Industrial Alliance
FUA131BRUT,Growth - Attitude 2066-2070,3.55061,Available,Industrial Alliance
FU9020BRUT,Aggressive - Attitude 2006-2010,1.04285,Available,Industrial Alliance
FU9574BRUT,Aggressive - Attitude 2011-2015,1.11213999999999,Available,Industrial Alliance
FU9021BRUT,Aggressive - Attitude 2016-2020,1.35651,Available,Industrial Alliance
FU9575BRUT,Aggressive - Attitude 2021-2025,1.71276,Available,Industrial Alliance
FU9022BRUT,Aggressive - Attitude 2026-2030,2.21773,Available,Industrial Alliance
FU9576BRUT,Aggressive - Attitude 2031-2035,2.79676,Available,Industrial Alliance
FU9023BRUT,Aggressive - Attitude 2036-2040,3.16229,Available,Industrial Alliance
FU9577BRUT,Aggressive - Attitude 2041-2045,3.4524899999999996,Available,Industrial Alliance
FU9024BRUT,Aggressive - Attitude 2046-2050,3.57028,Available,Industrial Alliance
FU9578BRUT,Aggressive - Attitude 2051-2055,3.6043,Available,Industrial Alliance
FU9343BRUT,Aggressive - Attitude 2056-2060,3.62468,Available,Industrial Alliance
FUA001BRUT,Aggressive - Attitude 2061-2065,3.62468,Available,Industrial Alliance
FUA130BRUT,Aggressive - Attitude 2066-2070,3.62468,Available,Industrial Alliance
