fund_identifier,funds,returns,fund_type,fund_company
FU9561BRUT,Balanced - Attitude 2021-2025,-0.30888192827983,Available,Industrial Alliance
FU9012BRUT,Balanced - Attitude 2026-2030,-0.36183644304260004,Available,Industrial Alliance
FU9562BRUT,Balanced - Attitude 2031-2035,-0.44102303445239,Available,Industrial Alliance
FU9013BRUT,Balanced - Attitude 2036-2040,-0.51750532312072,Available,Industrial Alliance
FU9563BRUT,Balanced - Attitude 2041-2045,-0.57282730136313,Available,Industrial Alliance
FU9014BRUT,Balanced - Attitude 2046-2050,-0.59718767406286,Available,Industrial Alliance
FU9564BRUT,Balanced - Attitude 2051-2055,-0.61250448147026,Available,Industrial Alliance
FU9341BRUT,Balanced - Attitude 2056-2060,-0.6196017269695699,Available,Industrial Alliance
FUA003BRUT,Balanced - Attitude 2061-2065,-0.6196017269695699,Available,Industrial Alliance
FUA132BRUT,Balanced - Attitude 2066-2070,-0.6196017269695699,Available,Industrial Alliance
FU9015BRUT,Growth - Attitude 2006-2010,-0.27631174403269004,Available,Industrial Alliance
FU9567BRUT,Growth - Attitude 2011-2015,-0.28320267031088,Available,Industrial Alliance
FU9016BRUT,Growth - Attitude 2016-2020,-0.30478983456969,Available,Industrial Alliance
FU9568BRUT,Growth - Attitude 2021-2025,-0.33411825038817,Available,Industrial Alliance
FU9017BRUT,Growth - Attitude 2026-2030,-0.41947035989339,Available,Industrial Alliance
FU9569BRUT,Growth - Attitude 2031-2035,-0.52272792064588,Available,Industrial Alliance
FU9018BRUT,Growth - Attitude 2036-2040,-0.58946590823002,Available,Industrial Alliance
FU9570BRUT,Growth - Attitude 2041-2045,-0.62784462397011,Available,Industrial Alliance
FU9019BRUT,Growth - Attitude 2046-2050,-0.63549913874134,Available,Industrial Alliance
FU9571BRUT,Growth - Attitude 2051-2055,-0.6400528526704999,Available,Industrial Alliance
FU9342BRUT,Growth - Attitude 2056-2060,-0.64161281674088,Available,Industrial Alliance
FUA002BRUT,Growth - Attitude 2061-2065,-0.64161281674087,Available,Industrial Alliance
FUA131BRUT,Growth - Attitude 2066-2070,-0.64161281674088,Available,Industrial Alliance
FU9020BRUT,Aggressive - Attitude 2006-2010,-0.28625433439273,Available,Industrial Alliance
FU9574BRUT,Aggressive - Attitude 2011-2015,-0.30070678196543,Available,Industrial Alliance
FU9021BRUT,Aggressive - Attitude 2016-2020,-0.34213463389757,Available,Industrial Alliance
FU9575BRUT,Aggressive - Attitude 2021-2025,-0.39720679815034005,Available,Industrial Alliance
FU9022BRUT,Aggressive - Attitude 2026-2030,-0.47906877969421,Available,Industrial Alliance
FU9576BRUT,Aggressive - Attitude 2031-2035,-0.55982853491792,Available,Industrial Alliance
FU9023BRUT,Aggressive - Attitude 2036-2040,-0.61234873408668,Available,Industrial Alliance
FU9577BRUT,Aggressive - Attitude 2041-2045,-0.64507177322601,Available,Industrial Alliance
FU9024BRUT,Aggressive - Attitude 2046-2050,-0.65109112920348,Available,Industrial Alliance
FU9578BRUT,Aggressive - Attitude 2051-2055,-0.65077230172848,Available,Industrial Alliance
FU9343BRUT,Aggressive - Attitude 2056-2060,-0.65038850871486,Available,Industrial Alliance
FUA001BRUT,Aggressive - Attitude 2061-2065,-0.65038850871486,Available,Industrial Alliance
FUA130BRUT,Aggressive - Attitude 2066-2070,-0.65038850871483,Available,Industrial Alliance
